,start_verse_num,end_verse_num,start_verse,end_verse,avg_embedding
 -0.03160635 -0.03156694 -0.03154331 -0.03156743 -0.03155522 -0.03153423
 -0.03154954 -0.0315761  -0.03157618 -0.03155668 -0.03154711 -0.0315455
 -0.03152308 -0.03155024 -0.03156151 -0.03157275 -0.03154887 -0.03153869
 -0.03156789 -0.03153096 -0.0315259  -0.03155079 -0.0315408  -0.03155355
 -0.03155371 -0.03156614 -0.0315505  -0.03155114 -0.03150005 -0.03155715
 -0.03158329 -0.03151462 -0.03155816 -0.03155642 -0.03155962 -0.03152438
 -0.03153981 -0.03156281 -0.03156309 -0.03153236 -0.03156245 -0.03152395
 -0.03155785 -0.031549   -0.03154765 -0.03154434 -0.0315363  -0.03152643
 -0.03152065 -0.03150554 -0.03153076 -0.03157681 -0.03158754 -0.03156753
 -0.03148636 -0.03150352 -0.03156904 -0.03156149 -0.03153954 -0.03155191
 -0.03149672]"
80,3323,3345,Alma 29 2,Alma 30.7,"[-0.03149672 -0.03156266 -0.03156026 -0.03149894 -0.03157585 -0.03156472
 -0.03156858 -0.03157652 -0.0315718  -0.03149919 -0.03149622 -0.03149905
 -0.03154801 -0.03155529 -0.03156792 -0.03158781 -0.03150196 -0.03154637
 -0.03147209 -0.03154209 -0.03155773 -0.03155557 -0.03160169]"
81,3345,3374,Alma 30 7,Alma 30.36,"[-0.03160169 -0.03153434 -0.03154505 -0.03149957 -0.0315555  -0.03157693
 -0.03158843 -0.0315164  -0.03153398 -0.03155703 -0.0315865  -0.03151622
 -0.03156019 -0.03153835 -0.03153678 -0.03158422 -0.03156657 -0.03156798
 -0.03152906 -0.03153653 -0.03158965 -0.03157853 -0.031559   -0.03152081
 -0.03153298 -0.03154632 -0.03156627 -0.03158473 -0.03156146 -0.03152678]"
82,3374,3375,Alma 30 36,Alma 30.37,[-0.03152678 -0.03156853]
83,3375,3467,Alma 30 37,Alma 32.31,"[-0.03156853 -0.03153919 -0.03155292 -0.03158121 -0.03154207 -0.03154225
 -0.03153222 -0.03158088 -0.03152866 -0.0315286  -0.03153813 -0.03157646
 -0.03153595 -0.03152439 -0.03157115 -0.03154449 -0.03152463 -0.03155693
 -0.03152134 -0.03155192 -0.03153036 -0.03153049 -0.03154259 -0.03155721
 -0.03158167 -0.03152598 -0.0315485  -0.0315636  -0.03153109 -0.031555
 -0.03156143 -0.03154519 -0.03152333 -0.03154864 -0.03153378 -0.03155703
 -0.03146873 -0.03157134 -0.0315485  -0.03155346 -0.03156954 -0.03157398
 -0.03156037 -0.03152991 -0.03153386 -0.03156006 -0.03157946 -0.03154641
 -0.03148999 -0.0316093  -0.03158844 -0.03155967 -0.03150998 -0.03157084
 -0.03155274 -0.03156818 -0.03157513 -0.03155399 -0.03154284 -0.03157725
 -0.03155207 -0.03153343 -0.03152884 -0.03152831 -0.03152908 -0.03155863
 -0.03156918 -0.03153679 -0.03158897 -0.03154197 -0.03156036 -0.03154866
 -0.03155659 -0.03155851 -0.0315579  -0.03158351 -0.03153988 -0.0315652
 -0.03150825 -0.03151012 -0.03156921 -0.03156812 -0.031553   -0.0315761
 -0.0315605  -0.03152849 -0.03159085 -0.03155376 -0.03158174 -0.03152796
 -0.0315436  -0.03153249 -0.03147943]"
84,3467,3584,Alma 32 31,Alma 36.25,"[-0.03147943 -0.03153849 -0.03155083 -0.03154044 -0.03152275 -0.03151035
 -0.03155806 -0.03154153 -0.03154575 -0.03151426 -0.03155273 -0.03156995
 -0.0315525  -0.0315568  -0.03157032 -0.03154774 -0.03153952 -0.03150597
 -0.03152764 -0.03152812 -0.03151109 -0.03151461 -0.03154929 -0.03155312
 -0.03152859 -0.03152613 -0.0315588  -0.0315427  -0.03155986 -0.03153887
 -0.03154373 -0.03156093 -0.0315814  -0.03157232 -0.03155352 -0.0315643
 -0.03155524 -0.03156122 -0.03155723 -0.03153676 -0.03154957 -0.03150721
 -0.0315388  -0.03155015 -0.03156115 -0.03156931 -0.0315646  -0.03155964
 -0.03154668 -0.03154707 -0.03155857 -0.03157295 -0.03153266 -0.03148364
 -0.03149764 -0.03156424 -0.0315563  -0.03150133 -0.03152692 -0.03154629
 -0.03157533 -0.03156535 -0.03151421 -0.0315572  -0.0315547  -0.03155501
 -0.03153046 -0.03149835 -0.03157176 -0.03155347 -0.03152746 -0.03155038
 -0.03155933 -0.03158129 -0.03154751 -0.03158476 -0.03158934 -0.03155956
 -0.03147796 -0.03154927 -0.0315309  -0.03154549 -0.03155959 -0.03152051
 -0.03156043 -0.03155    -0.03154716 -0.03155463 -0.03156763 -0.0315443
 -0.03156429 -0.03154253 -0.03156026 -0.03154896 -0.03155218 -0.03161314
 -0.0315501  -0.03154162 -0.03151546 -0.03151034 -0.03153415 -0.0315422
 -0.03155166 -0.03153281 -0.03154234 -0.03153861 -0.03149887 -0.03155325
 -0.03153883 -0.0315674  -0.03154281 -0.03154845 -0.0315405  -0.03159017
 -0.03150747 -0.03152308 -0.03153948 -0.03147998]"
85,3584,3600,Alma 36 25,Alma 37.11,"[-0.03147998 -0.03158744 -0.03153751 -0.03156922 -0.03155865 -0.03155863
 -0.03156225 -0.0315489  -0.0315535  -0.03158309 -0.03154521 -0.03155628
 -0.03154354 -0.03150921 -0.0315807  -0.03155682 -0.03152954]"
86,3600,3665,Alma 37 11,Alma 39.14,"[-0.03152954 -0.03158861 -0.03157539 -0.03157801 -0.03152826 -0.03156249
 -0.03153929 -0.03153772 -0.03155607 -0.03157034 -0.03155418 -0.03153761
 -0.03153684 -0.03153604 -0.03156524 -0.0315211  -0.03158838 -0.03155395
 -0.0315618  -0.03153893 -0.03145516 -0.03157059 -0.03155248 -0.03157713
 -0.0315442  -0.03150849 -0.03156642 -0.03154785 -0.03153752 -0.03155012
 -0.03154818 -0.03156986 -0.03156058 -0.03157585 -0.0315693  -0.03155429
 -0.0315602  -0.03153042 -0.03157278 -0.03156823 -0.03154057 -0.03158413
 -0.0315701  -0.03151065 -0.03153137 -0.0315674  -0.03156004 -0.03157773
 -0.03158786 -0.03153944 -0.03158209 -0.03159227 -0.03157896 -0.03154982
 -0.03154179 -0.03152168 -0.03155045 -0.03154716 -0.03158899 -0.03153701
 -0.03156365 -0.0315529  -0.03157466 -0.03155664 -0.03154364 -0.03155973]"
87,3665,3674,Alma 39 14,Alma 40.4,"[-0.03155973 -0.03159003 -0.03156036 -0.03158924 -0.03159109 -0.03159384
 -0.03154516 -0.03158342 -0.03157396 -0.0315711 ]"
88,3674,3675,Alma 40 4,Alma 40.5,[-0.0315711  -0.03144716]
89,3675,3703,Alma 40 5,Alma 41.7,"[-0.03144716 -0.03160539 -0.03155871 -0.03153701 -0.0315684  -0.03156147
 -0.03154281 -0.03159932 -0.03154449 -0.03156052 -0.03157457 -0.03154861
 -0.0315752  -0.0315145  -0.03155353 -0.03155479 -0.03158202 -0.03148517
 -0.03154861 -0.03153121 -0.0315509  -0.03153847 -0.03156803 -0.03156919
 -0.03158275 -0.03154918 -0.03155491 -0.03159271 -0.0315514 ]"
90,3703,3704,Alma 41 7,Alma 41.8,[-0.0315514  -0.03160302]
91,3704,3994,Alma 41 8,Alma 50.18,"[-0.03160302 -0.03153633 -0.03155165 -0.03158969 -0.03160019 -0.03156306
 -0.03155788 -0.03153382 -0.03158021 -0.03153944 -0.03154651 -0.03155475
 -0.03151037 -0.03154532 -0.0315663  -0.03155711 -0.03157897 -0.0315893
 -0.03159751 -0.03156404 -0.03156375 -0.03149497 -0.03154379 -0.03157982
 -0.03158124 -0.03154942 -0.0315712  -0.03157445 -0.03158876 -0.03149889
 -0.03157765 -0.03155019 -0.03153757 -0.03156748 -0.03154838 -0.03152388
 -0.03157987 -0.03159977 -0.03156804 -0.03155244 -0.03156409 -0.03160461
 -0.03154637 -0.03153849 -0.03155119 -0.03156228 -0.03155386 -0.03156606
 -0.03156864 -0.0315307  -0.0315252  -0.03154126 -0.03155348 -0.03154077
 -0.03156173 -0.03155565 -0.03156064 -0.03152118 -0.03155678 -0.03155996
 -0.03155926 -0.03154574 -0.03155248 -0.03158833 -0.03157951 -0.03154249
 -0.0315402  -0.03155775 -0.03157298 -0.03155801 -0.03154749 -0.03155789
 -0.03157089 -0.03155356 -0.0315585  -0.03156559 -0.03153309 -0.031534
 -0.03153918 -0.03156816 -0.0315239  -0.03155283 -0.03153488 -0.03157567
 -0.03156656 -0.03154322 -0.03157596 -0.03151911 -0.03151615 -0.03155035
 -0.03154307 -0.03154862 -0.03155594 -0.03153967 -0.03153183 -0.03152763
 -0.03152933 -0.03154745 -0.03151862 -0.0315543  -0.03152315 -0.03153022
 -0.03153976 -0.03155451 -0.03155212 -0.03152647 -0.031544   -0.03154243
 -0.03156968 -0.03155714 -0.03152978 -0.03154251 -0.03154421 -0.03155013
 -0.0315311  -0.03152691 -0.03155885 -0.0315436  -0.03157014 -0.03154702
 -0.03151014 -0.03155152 -0.03152621 -0.03152887 -0.03152476 -0.03154694
 -0.031531   -0.03147053 -0.03153839 -0.03154659 -0.0315523  -0.03153983
 -0.03155094 -0.03155967 -0.03155651 -0.03156218 -0.03156187 -0.03154546
 -0.03150941 -0.03156103 -0.03155014 -0.03153698 -0.0315491  -0.0315729
 -0.03155701 -0.03157725 -0.0315348  -0.03156246 -0.03153608 -0.03150165
 -0.03148478 -0.03157573 -0.03156083 -0.03154007 -0.03150937 -0.03152234
 -0.031526   -0.03155804 -0.03155012 -0.03156784 -0.0315508  -0.03154119
 -0.03153566 -0.03153473 -0.03152606 -0.03152052 -0.03154233 -0.03146983
 -0.03156419 -0.03155869 -0.03153948 -0.03153335 -0.03153407 -0.03154561
 -0.03155026 -0.03157773 -0.03154989 -0.0315498  -0.03153926 -0.03153002
 -0.03154008 -0.03153556 -0.03156941 -0.03150419 -0.03154209 -0.03154656
 -0.03156628 -0.03152429 -0.03157052 -0.03157314 -0.03155039 -0.0315786
 -0.0315685  -0.03157413 -0.03158407 -0.03154597 -0.03157789 -0.0315723
 -0.03156034 -0.03152705 -0.03154422 -0.03155262 -0.03152978 -0.03154651
 -0.03153742 -0.03154523 -0.03154549 -0.03154215 -0.03155365 -0.03152806
 -0.03153873 -0.03154388 -0.03152698 -0.0315623  -0.03155125 -0.03157438
 -0.03154422 -0.03157296 -0.03157777 -0.03153074 -0.03155677 -0.03153393
 -0.03156254 -0.03154305 -0.03155685 -0.03154137 -0.03152063 -0.03155322
 -0.03155786 -0.03149632 -0.03150864 -0.03155327 -0.03155213 -0.03155603
 -0.03152669 -0.03149384 -0.03154477 -0.03157537 -0.03156881 -0.03151257
 -0.03156374 -0.0315621  -0.03154253 -0.03155014 -0.03154334 -0.03152369
 -0.03156571 -0.03158802 -0.0315852  -0.03157539 -0.0315485  -0.0315801
 -0.03153979 -0.03155042 -0.0315369  -0.03154123 -0.03153954 -0.0315508
 -0.03157208 -0.03152464 -0.03157743 -0.03156083 -0.03158561 -0.03155177
 -0.03157068 -0.03154466 -0.03155455 -0.03156824 -0.03157711 -0.0315112
 -0.0315777  -0.0315609  -0.03151386 -0.03154685 -0.03154949 -0.03156002
 -0.03156169 -0.03156233 -0.03152918 -0.03155525 -0.03153638 -0.03157396
 -0.03156381 -0.03152753 -0.03155343 -0.03153399 -0.03154212 -0.03156535
 -0.03157352 -0.03155565 -0.03151955]"
92,3994,4429,Alma 50 18,Alma 62.50,"[-0.03151955 -0.03148406 -0.03156192 -0.03148381 -0.03155252 -0.0315683
 -0.0315445  -0.03154069 -0.03155148 -0.03152152 -0.03157025 -0.03156491
 -0.0315807  -0.03152914 -0.03153146 -0.0315157  -0.03155691 -0.03152812
 -0.03155156 -0.03156314 -0.03154363 -0.03155285 -0.03154851 -0.03159188
 -0.03155317 -0.03155922 -0.03153763 -0.03157229 -0.03156061 -0.03155421
 -0.03156802 -0.03155378 -0.03155169 -0.03154568 -0.03155036 -0.03157764
 -0.03156198 -0.03156049 -0.03154776 -0.03154361 -0.03155221 -0.031566
 -0.0315791  -0.03155221 -0.03157307 -0.03155441 -0.03152591 -0.03155489
 -0.03153978 -0.0315615  -0.0314919  -0.03157561 -0.03154257 -0.03155623
 -0.03155383 -0.03157984 -0.03154324 -0.03155659 -0.03153053 -0.03154489
 -0.03158637 -0.03157208 -0.03154174 -0.03156691 -0.03157364 -0.03153618
 -0.03154102 -0.03156258 -0.0315492  -0.03157402 -0.0315705  -0.031543
 -0.03155134 -0.03155759 -0.03153582 -0.03158115 -0.03155778 -0.03154611
 -0.03156639 -0.03156614 -0.03158303 -0.03153726 -0.03155078 -0.03155746
 -0.03155501 -0.03156307 -0.03155824 -0.03157126 -0.03156905 -0.03155005
 -0.03155755 -0.0315349  -0.03156472 -0.03156141 -0.03152323 -0.03155188
 -0.03157303 -0.03155998 -0.03153307 -0.03159303 -0.03151839 -0.03154189
 -0.03155012 -0.03153545 -0.03154289 -0.03155174 -0.03154834 -0.03154853
 -0.03156226 -0.03159299 -0.03155224 -0.0315188  -0.03158129 -0.03155774
 -0.03155438 -0.03156716 -0.03153745 -0.03156711 -0.03153612 -0.03155097
 -0.03152875 -0.03156651 -0.0315664  -0.03147581 -0.03154337 -0.03155035
 -0.03155504 -0.03154236 -0.03153642 -0.03153019 -0.03150869 -0.03151979
 -0.03151439 -0.03157102 -0.0315204  -0.03150099 -0.03158306 -0.0315765
 -0.03154102 -0.0315646  -0.0315578  -0.03154095 -0.03153573 -0.03157426
 -0.03157786 -0.03155469 -0.0315407  -0.03155856 -0.03155173 -0.03153598
 -0.0315824  -0.03155787 -0.03155076 -0.03154269 -0.03154879 -0.0315681
 -0.03152877 -0.03155931 -0.03157615 -0.03155219 -0.03155762 -0.03158663
 -0.03155282 -0.03155839 -0.03153065 -0.03156475 -0.03154863 -0.03154809
 -0.03156308 -0.0315624  -0.03152886 -0.03154438 -0.03156762 -0.0315772
 -0.03157085 -0.03156305 -0.0315274  -0.03155552 -0.03156603 -0.03154734
 -0.03154783 -0.03156567 -0.03160962 -0.03160731 -0.03153532 -0.03151587
 -0.03155381 -0.0315358  -0.03156331 -0.03155624 -0.03149994 -0.03156813
 -0.03156205 -0.0315912  -0.03156335 -0.03156984 -0.03157398 -0.03156611
 -0.03155141 -0.0315534  -0.03154062 -0.03156751 -0.03153924 -0.03152985
 -0.0315616  -0.0315366  -0.03155102 -0.0315449  -0.03154691 -0.03154169
 -0.03158032 -0.03156278 -0.03154227 -0.03156134 -0.03154999 -0.03149514
 -0.03154064 -0.03155043 -0.0315582  -0.03157286 -0.03154573 -0.03153927
 -0.03152153 -0.03155494 -0.03155164 -0.03154701 -0.03155742 -0.03155332
 -0.03155337 -0.03156481 -0.03155514 -0.03158032 -0.03155628 -0.03155033
 -0.03157993 -0.03154811 -0.03160007 -0.03156203 -0.03154176 -0.03158143
 -0.03158599 -0.03152885 -0.03154638 -0.03157176 -0.03152809 -0.03155291
 -0.03154023 -0.03150308 -0.03157186 -0.03156856 -0.03156867 -0.03159052
 -0.0315336  -0.03153329 -0.03154835 -0.03154631 -0.03155063 -0.03154147
 -0.03154991 -0.03154138 -0.03155449 -0.03154281 -0.03157921 -0.03155022
 -0.03155978 -0.03157401 -0.03156062 -0.03156238 -0.03159882 -0.03149206
 -0.03153674 -0.0315308  -0.03153644 -0.03152561 -0.031556   -0.03154307
 -0.03154653 -0.03151116 -0.0315495  -0.0315728  -0.03156405 -0.0315568
 -0.03154762 -0.03155768 -0.0315451  -0.03151613 -0.03155667 -0.03153936
 -0.031557   -0.03156432 -0.03144483 -0.03159835 -0.03155036 -0.03155635
 -0.03154581 -0.03156915 -0.03157984 -0.03155251 -0.03157039 -0.03157334
 -0.03155494 -0.03154834 -0.03155363 -0.03155345 -0.03150457 -0.03156525
 -0.03153855 -0.0315647  -0.03153834 -0.03147986 -0.0315824  -0.03152832
 -0.03153575 -0.03153193 -0.03155089 -0.0315796  -0.03157872 -0.03154536
 -0.03153694 -0.03157375 -0.03154334 -0.03154124 -0.03152242 -0.03152339
 -0.03153965 -0.03153426 -0.03154713 -0.03157165 -0.03156061 -0.03159742
 -0.03159009 -0.03160148 -0.03154965 -0.03152577 -0.03154615 -0.03158143
 -0.03155664 -0.03154985 -0.03154242 -0.03156676 -0.03156357 -0.03153724
 -0.03156655 -0.03153266 -0.03152795 -0.03155478 -0.03154121 -0.03156738
 -0.03153263 -0.03157955 -0.0315241  -0.03152303 -0.031512   -0.03156852
 -0.0315283  -0.03157982 -0.03155591 -0.03147347 -0.03153267 -0.0315309
 -0.03160495 -0.03153822 -0.03153397 -0.03154688 -0.03157093 -0.0315636
 -0.03155763 -0.03154547 -0.03156821 -0.03156604 -0.03155958 -0.03153677
 -0.03154352 -0.03156903 -0.03155612 -0.03152671 -0.03154631 -0.03152703
 -0.031531   -0.03155415 -0.03152013 -0.03155972 -0.03155256 -0.03156569
 -0.03151874 -0.03155334 -0.0315668  -0.03148859 -0.03154036 -0.03155707
 -0.03153036 -0.03155676 -0.03154261 -0.0315438  -0.03153468 -0.03151382
 -0.03156795 -0.03155151 -0.03155916 -0.03155606 -0.03156956 -0.0315406
 -0.03151638 -0.03154043 -0.03153886 -0.03157858 -0.03153064 -0.0315094
 -0.03154951 -0.03153801 -0.03155267 -0.03154539 -0.03156588 -0.03156595
 -0.0315267  -0.03155367 -0.03156575 -0.0315464  -0.03153903 -0.0315423
 -0.03153377 -0.03155222 -0.03156308 -0.03154393 -0.03150611 -0.0315207
 -0.03154541 -0.03156597 -0.03154916 -0.03155458 -0.03153404 -0.03153208
 -0.03152229 -0.031535   -0.03158563 -0.03154156]"
93,4429,4430,Alma 62 50,Alma 62.51,[-0.03154156 -0.03155996]
94,4430,4559,Alma 62 51,Heleman 4.26,"[-0.03155996 -0.03158113 -0.03147699 -0.03153331 -0.03156311 -0.03155549
 -0.03154671 -0.03156175 -0.03155417 -0.03155753 -0.03155076 -0.03148861
 -0.03154741 -0.03156666 -0.03158386 -0.03152084 -0.03154875 -0.03156574
 -0.03155759 -0.03161325 -0.03158647 -0.0315704  -0.03156413 -0.03154867
 -0.03157748 -0.03155639 -0.0315356  -0.0315522  -0.03159548 -0.03149393
 -0.03155479 -0.03156285 -0.03155789 -0.0315206  -0.03154283 -0.03152121
 -0.03156275 -0.03154688 -0.03155375 -0.03157436 -0.0315318  -0.0315314
 -0.03156046 -0.03156242 -0.03154305 -0.03155395 -0.03156317 -0.03151826
 -0.0315327  -0.03156117 -0.0315535  -0.03153323 -0.03157616 -0.0315676
 -0.03156314 -0.03153878 -0.0315564  -0.03155539 -0.0315673  -0.03157495
 -0.03156617 -0.03156909 -0.03153842 -0.03158694 -0.03157658 -0.03153522
 -0.03154782 -0.03157098 -0.0315825  -0.03154887 -0.03155588 -0.03152297
 -0.03153426 -0.03155431 -0.031574   -0.03156793 -0.0315513  -0.03152824
 -0.03154853 -0.03156529 -0.03157181 -0.03156219 -0.03154432 -0.03157906
 -0.03155654 -0.03153013 -0.03153496 -0.0315455  -0.0315391  -0.0315688
 -0.0315433  -0.03157215 -0.03152553 -0.03154566 -0.03147343 -0.03153451
 -0.03156148 -0.0315615  -0.03157377 -0.03154421 -0.03155188 -0.03156241
 -0.03154275 -0.03158131 -0.03156143 -0.03150018 -0.03153806 -0.03157923
 -0.03152197 -0.03151823 -0.0315577  -0.03154049 -0.03152504 -0.03157244
 -0.03151166 -0.03153571 -0.03155795 -0.03155119 -0.0315484  -0.03156893
 -0.0315736  -0.03151347 -0.03156667 -0.03156474 -0.03154494 -0.03155367
 -0.03154851 -0.03152418 -0.03154231 -0.03157048]"
95,4559,4676,Heleman 4 26,Heleman 7.24,"[-0.03157048 -0.03160823 -0.03153916 -0.03155492 -0.03154106 -0.03154834
 -0.03157652 -0.03159281 -0.03158899 -0.03159326 -0.03158128 -0.03154509
 -0.03155332 -0.03155073 -0.03154396 -0.03156699 -0.03154649 -0.03155241
 -0.03152991 -0.03154229 -0.03151954 -0.03151768 -0.03152202 -0.03156258
 -0.0315674  -0.03154782 -0.03155598 -0.03154346 -0.03153784 -0.03155232
 -0.03152209 -0.03153064 -0.03154486 -0.03154752 -0.03155368 -0.03155865
 -0.03156424 -0.03157002 -0.03155611 -0.03153849 -0.0316137  -0.03155306
 -0.03149709 -0.03159208 -0.03153928 -0.03154415 -0.03156044 -0.03154868
 -0.03155332 -0.03156568 -0.03155848 -0.03154592 -0.03155756 -0.03157136
 -0.03152933 -0.03154285 -0.0315523  -0.03146876 -0.03152381 -0.031564
 -0.0315435  -0.03157516 -0.03155053 -0.0315644  -0.03156801 -0.03157976
 -0.0315324  -0.03158054 -0.03156056 -0.03154378 -0.03154922 -0.03157641
 -0.03158184 -0.03155845 -0.03153622 -0.03154102 -0.03155667 -0.03152302
 -0.03154352 -0.03153297 -0.03156241 -0.03153585 -0.03156918 -0.03153521
 -0.03153891 -0.03154943 -0.03155613 -0.03154521 -0.03155638 -0.03156222
 -0.0315592  -0.03160634 -0.03153468 -0.03159519 -0.03156645 -0.03154629
 -0.03149842 -0.03157615 -0.03155107 -0.03158322 -0.0315552  -0.03151798
 -0.03152818 -0.03154532 -0.0315208  -0.0315466  -0.03160377 -0.03154702
 -0.03155448 -0.03154827 -0.03153489 -0.03151156 -0.03153002 -0.03153286
 -0.03153564 -0.0315298  -0.03157401 -0.03157479]"
96,4676,4735,Heleman 7 24,Heleman 9.26,"[-0.03157479 -0.03152978 -0.03153499 -0.03152178 -0.03151307 -0.03157772
 -0.03155588 -0.0315392  -0.03150836 -0.03155319 -0.03155515 -0.03154981
 -0.03153099 -0.03156198 -0.03149047 -0.03155825 -0.03157783 -0.03153436
 -0.0315291  -0.03151401 -0.03155937 -0.03153224 -0.03151833 -0.0315276
 -0.03152628 -0.03152477 -0.03150833 -0.03154628 -0.03153862 -0.03156698
 -0.03154763 -0.03149897 -0.0315306  -0.03153532 -0.03151231 -0.03154994
 -0.03155229 -0.03155941 -0.03152493 -0.03155761 -0.03153435 -0.03153744
 -0.03159023 -0.0315702  -0.0315747  -0.03157988 -0.03157272 -0.03154106
 -0.03154388 -0.03154303 -0.03153765 -0.03154593 -0.03149866 -0.03156536
 -0.03157238 -0.03154216 -0.03156477 -0.03151778 -0.03152765 -0.03152261]"
97,4735,4736,Heleman 9 26,Heleman 9.27,[-0.03152261 -0.03160359]
98,4736,4757,Heleman 9 27,Heleman 10.7,"[-0.03160359 -0.03150893 -0.03153438 -0.03153542 -0.03155021 -0.03157708
 -0.0315412  -0.03154059 -0.03154401 -0.03158533 -0.03154248 -0.0315704
 -0.03155762 -0.0315705  -0.03152802 -0.03157491 -0.03154192 -0.03157681
 -0.03157508 -0.03151223 -0.03154844 -0.03159339]"
99,4757,4768,Heleman 10 7,Heleman 10.18,"[-0.03159339 -0.03150945 -0.03152036 -0.03150858 -0.03153344 -0.03155519
 -0.03155548 -0.0315323  -0.03153984 -0.0315243  -0.03153843 -0.03152795]"
100,4768,4868,Heleman 10 18,Heleman 13.35,"[-0.03152795 -0.03156609 -0.03153262 -0.031551   -0.03156212 -0.03157833
 -0.03155877 -0.03155533 -0.0315413  -0.03155929 -0.03156889 -0.03154952
 -0.03158254 -0.03158809 -0.0315702  -0.03155137 -0.03156544 -0.03159369
 -0.03155812 -0.03153674 -0.03155176 -0.03150451 -0.03153969 -0.03155157
 -0.03154785 -0.03155001 -0.0315721  -0.03157259 -0.03149753 -0.03158859
 -0.03153761 -0.03160742 -0.03155337 -0.03149438 -0.03149884 -0.03153163
 -0.03157431 -0.03149507 -0.03154383 -0.03156876 -0.03156544 -0.03155745
 -0.03157064 -0.03157768 -0.03156287 -0.03155582 -0.03157825 -0.03155864
 -0.03152015 -0.0315008  -0.03149017 -0.03148963 -0.03150371 -0.03152977
 -0.03155499 -0.03156212 -0.03155448 -0.03159705 -0.031527   -0.03158792
 -0.0315487  -0.03154596 -0.03152256 -0.03155573 -0.03151184 -0.03154072
 -0.03159279 -0.03156843 -0.03152192 -0.03151398 -0.03156174 -0.03151253
 -0.03152666 -0.03155667 -0.03151859 -0.0315307  -0.031548   -0.03151118
 -0.03157082 -0.03154451 -0.03146915 -0.03150992 -0.03151952 -0.03155119
 -0.03156968 -0.03155725 -0.03156407 -0.03154128 -0.03152797 -0.03154869
 -0.03156176 -0.03154209 -0.03152884 -0.03156228 -0.03150003 -0.0315174
 -0.03158601 -0.03155155 -0.03155271 -0.03157567 -0.03151908]"
101,4868,4886,Heleman 13 35,Heleman 14.14,"[-0.03151908 -0.03144864 -0.03154633 -0.03156606 -0.03152989 -0.03156029
 -0.03154102 -0.03157465 -0.03152105 -0.03154344 -0.0315507  -0.03153119
 -0.03155184 -0.03152137 -0.03153912 -0.03155254 -0.03153458 -0.03153634
 -0.03152752]"
102,4886,5154,Heleman 14 14,3 Nephi 8.19,"[-0.03152752 -0.03154992 -0.03151568 -0.03155994 -0.03156192 -0.03151023
 -0.03158146 -0.03152854 -0.03153644 -0.03155338 -0.03152391 -0.03152921
 -0.0315686  -0.03154829 -0.03153282 -0.03156136 -0.03156327 -0.03152619
 -0.03153669 -0.03150277 -0.0315896  -0.03153058 -0.03154736 -0.03157667
 -0.03152507 -0.03153817 -0.0315566  -0.03154781 -0.03148331 -0.03157119
 -0.03153918 -0.03152989 -0.03155    -0.0315372  -0.03155944 -0.03155731
 -0.03154593 -0.03150765 -0.03151282 -0.03155342 -0.03156367 -0.03154613
 -0.03153802 -0.03157307 -0.03155475 -0.03156997 -0.03156747 -0.03154843
 -0.03152597 -0.03156431 -0.03157115 -0.03156522 -0.03154538 -0.03155439
 -0.03155644 -0.03160012 -0.03156012 -0.03156019 -0.03157032 -0.03156606
 -0.03157186 -0.03157441 -0.03153941 -0.03153991 -0.03157101 -0.03151332
 -0.03153852 -0.03153732 -0.03157193 -0.03156845 -0.03152449 -0.03154789
 -0.03156093 -0.03154713 -0.03152982 -0.03154441 -0.03152931 -0.03154555
 -0.03155284 -0.03152289 -0.03156607 -0.03155528 -0.03153192 -0.03157033
 -0.03155133 -0.03153322 -0.03155727 -0.03151713 -0.03152965 -0.03155103
